-1 1:1 2:0.29730776328673386 3:0.3333333333333333 4:1 5:0 6:0 7:0 8:0 9:1 10:0 11:0 12:0 13:1 14:1 15:0 16:-1 17:-1 18:-1 19:-1 20:-1 21:1 22:0 23:0 24:0.00011116051578479324 25:0 26:1 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0 64:0 65:0 66:0 67:0 68:0.14800400888658408 69:0.5103864223005199 70:0.5763785548030264 71:0.5711003125832678 72:0.5 73:0.5 74:0.5939517300936757 75:0.5729717728534833 76:0.5 77:0.5050424974372756 78:0.5515819430924429 79:0.728090750079668 80:0.5917806850848999 81:0 82:0.5 83:0.5876028204815266 84:0.5962846535468412 85:0.6061479218472771 86:0.5515819430924429 87:0.5515819430924429 88:0.6224964761253446 89:0.7177485733328628 90:0.5726707012896084 91:0.5980425737457671 92:0.6196664887721092 
1 1:1 2:0.5525300983700184 3:0.3333333333333333 4:1 5:0 6:0 7:1 8:0 9:0 10:0 11:0 12:0 13:1 14:1 15:0 16:-1 17:-1 18:-1 19:-1 20:-1 21:1 22:0 23:0 24:0.000125 25:0 26:1 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0 64:0 65:0 66:0 67:0 68:0.1957564729671442 69:0.607043828596713 70:0.6267217208682151 71:0.6563774155260674 72:0.5 73:0.5577734713497952 74:0.5233456403081337 75:0.5 76:0.5 77:0.617245385686066 78:0.6876465059093766 79:0.70838596586038 80:0.5692517375501781 81:0.5 82:1 83:0.5 84:0.5973688621439767 85:0.5 86:0.5811526154815995 87:0.611137966799573 88:1 89:0.7110550340917559 90:0.6959949674278685 91:0.6846835705702682 92:0.7085848622356106 
1 1:1 2:0.8166360730884026 3:0.3333333333333333 4:1 5:0 6:0 7:1 8:0 9:0 10:0 11:0 12:1 13:0 14:0 15:1 16:-1 17:-1 18:-1 19:-1 20:-1 21:1 22:0 23:0 24:0.000125 25:0 26:1 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0 64:0 65:0 66:0 67:0 68:0.1957564729671442 69:0.607043828596713 70:0.6267217208682151 71:0.6563774155260674 72:0.5 73:0.5577734713497952 74:0.5233456403081337 75:0.5 76:0.5 77:0.617245385686066 78:0.6876465059093766 79:0.70838596586038 80:0.5692517375501781 81:0.5 82:1 83:0.5 84:0.5973688621439767 85:0.5 86:0.5811526154815995 87:0.611137966799573 88:1 89:0.7110550340917559 90:0.6959949674278685 91:0.6846835705702682 92:0.7085848622356106 
1 1:1 2:0.2669332862142207 3:0.3333333333333333 4:1 5:0 6:0 7:0 8:1 9:0 10:0 11:0 12:1 13:0 14:0 15:1 16:-1 17:-1 18:-1 19:-1 20:-1 21:1 22:0 23:0 24:0.00011111111111111112 25:0 26:1 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:1 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0 64:0 65:0 66:0 67:0 68:1 69:1 70:1 71:1 72:1 73:1 74:1 75:1 76:1 77:1 78:1 79:1 80:1 81:1 82:1 83:1 84:1 85:1 86:1 87:1 88:1 89:1 90:1 91:1 92:1 
-1 1:1 2:0.002619903058777272 3:0.3333333333333333 4:0 5:1 6:0 7:0 8:1 9:0 10:0 11:0 12:0 13:1 14:1 15:0 16:-1 17:-1 18:-1 19:-1 20:-1 21:1 22:0 23:0 24:0.00012501562695336918 25:0 26:1 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0 58:0 59:0 60:0 61:0 62:0 63:0 64:0 65:0 66:0 67:0 68:1 69:1 70:1 71:1 72:1 73:1 74:1 75:1 76:1 77:1 78:1 79:1 80:1 81:1 82:1 83:1 84:1 85:1 86:1 87:1 88:1 89:1 90:1 91:1 92:1 
-1 1:1 2:0.02061773723024687 3:1 4:0 5:0 6:1 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:1 16:-1 17:-1 18:-1 19:-1 20:0 21:1 22:-1 23:0 24:0.00011109876680368848 25:1 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:1 40:0 41:0 42:0 43:1 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:1 58:0 59:1 60:0 61:0 62:0 63:0 64:0 65:0 66:0 67:0 68:0.14806628988686296 69:0.619968781265828 70:0.7078822749498878 71:0.7107707375861372 72:0.6865575540251694 73:0.7296554416208273 74:1 75:0.6844447124196184 76:0.5421168850545613 77:0.5863930105467947 78:0.560743432570608 79:0.7485216505521555 80:0.6460350144755439 81:0.5863527767209992 82:1 83:0.6309756016971211 84:0.7297322196616394 85:0.6865575540251694 86:0.584135437778018 87:0.584135437778018 88:0.7360748050706261 89:1 90:0.6140020047584228 91:0.6130547462913206 92:0.7486695791019076 
-1 1:1 2:0.03323803943530329 3:1 4:0 5:0 6:1 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:1 16:-1 17:-1 18:-1 19:-1 20:0 21:1 22:-1 23:0 24:0.00011109876680368848 25:1 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:1 40:0 41:0 42:0 43:1 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:1 58:0 59:1 60:0 61:0 62:0 63:0 64:0 65:0 66:0 67:0 68:0.14806628988686296 69:0.619968781265828 70:0.7078822749498878 71:0.7107707375861372 72:0.6865575540251694 73:0.7296554416208273 74:1 75:0.6844447124196184 76:0.5421168850545613 77:0.5863930105467947 78:0.560743432570608 79:0.7485216505521555 80:0.6460350144755439 81:0.5863527767209992 82:1 83:0.6309756016971211 84:0.7297322196616394 85:0.6865575540251694 86:0.584135437778018 87:0.584135437778018 88:0.7360748050706261 89:1 90:0.6140020047584228 91:0.6130547462913206 92:0.7486695791019076 
1 1:1 2:0.8776221360331068 3:0.3333333333333333 4:1 5:0 6:0 7:0 8:0 9:1 10:0 11:0 12:0 13:1 14:1 15:0 16:-1 17:-1 18:-1 19:-1 20:-1 21:1 22:-1 23:0 24:0.000125 25:0 26:1 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:1 40:0 41:0 42:0 43:1 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:1 58:0 59:1 60:0 61:0 62:0 63:0 64:0 65:0 66:0 67:0 68:0.6264764452700349 69:0.619968781265828 70:0.7078822749498878 71:0.7107707375861372 72:0.6865575540251694 73:0.7296554416208273 74:1 75:0.6844447124196184 76:0.5421168850545613 77:0.5863930105467947 78:0.560743432570608 79:0.7485216505521555 80:0.6460350144755439 81:0.5863527767209992 82:1 83:0.6309756016971211 84:0.7297322196616394 85:0.6865575540251694 86:0.584135437778018 87:0.584135437778018 88:0.7360748050706261 89:1 90:0.6140020047584228 91:0.6130547462913206 92:0.7486695791019076 
-1 1:1 2:0.0002290741036639873 3:0.3333333333333333 4:1 5:0 6:0 7:0 8:0 9:1 10:0 11:0 12:0 13:1 14:1 15:0 16:-1 17:-1 18:-1 19:-1 20:-1 21:1 22:-1 23:0 24:0.000125 25:0 26:1 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:1 40:0 41:0 42:0 43:1 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:1 58:0 59:1 60:0 61:0 62:0 63:0 64:0 65:0 66:0 67:0 68:0.6264764452700349 69:0.619968781265828 70:0.7078822749498878 71:0.7107707375861372 72:0.6865575540251694 73:0.7296554416208273 74:1 75:0.6844447124196184 76:0.5421168850545613 77:0.5863930105467947 78:0.560743432570608 79:0.7485216505521555 80:0.6460350144755439 81:0.5863527767209992 82:1 83:0.6309756016971211 84:0.7297322196616394 85:0.6865575540251694 86:0.584135437778018 87:0.584135437778018 88:0.7360748050706261 89:1 90:0.6140020047584228 91:0.6130547462913206 92:0.7486695791019076 
1 1:1 2:0.8804519779620346 3:1 4:1 5:0 6:0 7:0 8:0 9:1 10:0 11:0 12:1 13:0 14:0 15:1 16:-1 17:-1 18:-1 19:-1 20:0 21:1 22:-1 23:0 24:0.000125 25:1 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:1 40:0 41:0 42:0 43:1 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:1 58:0 59:1 60:0 61:0 62:0 63:0 64:0 65:0 66:0 67:0 68:0.6264764452700349 69:0.619968781265828 70:0.7078822749498878 71:0.7107707375861372 72:0.6865575540251694 73:0.7296554416208273 74:1 75:0.6844447124196184 76:0.5421168850545613 77:0.5863930105467947 78:0.560743432570608 79:0.7485216505521555 80:0.6460350144755439 81:0.5863527767209992 82:1 83:0.6309756016971211 84:0.7297322196616394 85:0.6865575540251694 86:0.584135437778018 87:0.584135437778018 88:0.7360748050706261 89:1 90:0.6140020047584228 91:0.6130547462913206 92:0.7486695791019076 
