parameters: n=5 l=2 k=1 p=5 q=2 m=8
TOTAL 56 solutions found
SOLN: CORRECT | POS/NEG | INT/FRA | OBJ-SCORE | TRUE-ANS | ANS | INFIX | POSTFIX | TYPED-POSTFIX
EXPR: 0 | POS | INT | 0 | 14 | 5 | x=(7-2) | x 7 2 - = | x:game 7:game 2:game -:game =:game
EXPR: 0 | POS | INT | 0 | 14 | 9 | (7+2)=x | 7 2 + x = | 7:game 2:game +:game x:game =:game
EXPR: 1 | POS | INT | 0 | 14 | 14 | (7*2)=x | 7 2 * x = | 7:game 2:game *:game x:game =:game
EXPR: 0 | POS | INT | 0 | 14 | 5 | (7-2)=x | 7 2 - x = | 7:game 2:game -:game x:game =:game
EXPR: 0 | POS | INT | 0 | 14 | 9 | x=(7+2) | x 7 2 + = | x:game 7:game 2:game +:game =:game
EXPR: 1 | POS | INT | 0 | 14 | 14 | x=(7*2) | x 7 2 * = | x:game 7:game 2:game *:game =:game
EXPR: 0 | POS | INT | 2 | 14 | 9 | 7=(x-2) | 7 x 2 - = | 7:game x:game 2:game -:game =:game
EXPR: 1 | POS | INT | 2 | 14 | 14 | 7=(x/2) | 7 x 2 / = | 7:game x:game 2:game /:game =:game
EXPR: 0 | POS | INT | 2 | 14 | 5 | 7=(x+2) | 7 x 2 + = | 7:game x:game 2:game +:game =:game
EXPR: 0 | POS | INT | 2 | 14 | 5 | 7=(2+x) | 7 2 x + = | 7:game 2:game x:game +:game =:game
EXPR: 0 | POS | INT | 2 | 14 | 5 | (7-x)=2 | 7 x - 2 = | 7:game x:game -:game 2:game =:game
EXPR: 0 | POS | INT | 2 | 14 | 9 | (x-7)=2 | x 7 - 2 = | x:game 7:game -:game 2:game =:game
EXPR: 1 | POS | INT | 2 | 14 | 14 | (x/7)=2 | x 7 / 2 = | x:game 7:game /:game 2:game =:game
EXPR: 0 | POS | INT | 4 | 14 | 9 | 2=(x-7) | 2 x 7 - = | 2:game x:game 7:game -:game =:game
EXPR: 0 | POS | INT | 4 | 14 | 5 | (x+2)=7 | x 2 + 7 = | x:game 2:game +:game 7:game =:game
EXPR: 0 | POS | INT | 4 | 14 | 5 | 2=(7-x) | 2 7 x - = | 2:game 7:game x:game -:game =:game
EXPR: 1 | POS | INT | 4 | 14 | 14 | 2=(x/7) | 2 x 7 / = | 2:game x:game 7:game /:game =:game
EXPR: 0 | POS | INT | 4 | 14 | 5 | (2+x)=7 | 2 x + 7 = | 2:game x:game +:game 7:game =:game
EXPR: 1 | POS | INT | 4 | 14 | 14 | (x/2)=7 | x 2 / 7 = | x:game 2:game /:game 7:game =:game
EXPR: 0 | POS | INT | 4 | 14 | 9 | (x-2)=7 | x 2 - 7 = | x:game 2:game -:game 7:game =:game
NET 20 unique, non-negative, integer-valued solutions found out of 56 total solutions
