parameters: n=7 l=3 k=1 p=5 q=1 m=9
TOTAL 1000 solutions found
SOLN: CORRECT | POS/NEG | INT/FRA | OBJ-SCORE | TRUE-ANS | ANS | INFIX | POSTFIX | TYPED-POSTFIX
EXPR: 0 | POS | FRA | 0 | 4.05 | 35.95 | x=((9.14+6.81)+20) | x 9.14 6.81 + 20 + = | x:dollar 9.14:dollar 6.81:dollar +:dollar 20:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 4.05 | 35.95 | (9.14+(6.81+20))=x | 9.14 6.81 20 + + x = | 9.14:dollar 6.81:dollar 20:dollar +:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 4.05 | 46.6 | ((9.14-6.81)*20)=x | 9.14 6.81 - 20 * x = | 9.14:dollar 6.81:dollar -:dollar 20:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 4.05 | 0.1165 | ((9.14-6.81)/20)=x | 9.14 6.81 - 20 / x = | 9.14:dollar 6.81:dollar -:dollar 20:dollar /:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 4.05 | 22.33 | (9.14-(6.81-20))=x | 9.14 6.81 20 - - x = | 9.14:dollar 6.81:dollar 20:dollar -:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 0 | 4.05 | 319 | ((9.14+6.81)*20)=x | 9.14 6.81 + 20 * x = | 9.14:dollar 6.81:dollar +:dollar 20:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 4.05 | 35.95 | x=(9.14+(6.81+20)) | x 9.14 6.81 20 + + = | x:dollar 9.14:dollar 6.81:dollar 20:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 0 | 4.05 | 319 | x=((9.14+6.81)*20) | x 9.14 6.81 + 20 * = | x:dollar 9.14:dollar 6.81:dollar +:dollar 20:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 4.05 | 0.7975 | x=((9.14+6.81)/20) | x 9.14 6.81 + 20 / = | x:dollar 9.14:dollar 6.81:dollar +:dollar 20:dollar /:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 4.05 | 145.34 | (9.14+(6.81*20))=x | 9.14 6.81 20 * + x = | 9.14:dollar 6.81:dollar 20:dollar *:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 4.05 | 22.33 | x=(9.14-(6.81-20)) | x 9.14 6.81 20 - - = | x:dollar 9.14:dollar 6.81:dollar 20:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 4.05 | 0.7975 | ((9.14+6.81)/20)=x | 9.14 6.81 + 20 / x = | 9.14:dollar 6.81:dollar +:dollar 20:dollar /:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 4.05 | 145.34 | x=(9.14+(6.81*20)) | x 9.14 6.81 20 * + = | x:dollar 9.14:dollar 6.81:dollar 20:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 4.05 | 9.4805 | x=(9.14+(6.81/20)) | x 9.14 6.81 20 / + = | x:dollar 9.14:dollar 6.81:dollar 20:dollar /:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 4.05 | 245.0434 | (9.14*(6.81+20))=x | 9.14 6.81 20 + * x = | 9.14:dollar 6.81:dollar 20:dollar +:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 4.05 | 245.0434 | x=(9.14*(6.81+20)) | x 9.14 6.81 20 + * = | x:dollar 9.14:dollar 6.81:dollar 20:dollar +:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 4.05 | 0.340917568071615 | (9.14/(6.81+20))=x | 9.14 6.81 20 + / x = | 9.14:dollar 6.81:dollar 20:dollar +:dollar /:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 4.05 | 22.33 | x=((9.14-6.81)+20) | x 9.14 6.81 - 20 + = | x:dollar 9.14:dollar 6.81:dollar -:dollar 20:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 4.05 | 0.340917568071615 | x=(9.14/(6.81+20)) | x 9.14 6.81 20 + / = | x:dollar 9.14:dollar 6.81:dollar 20:dollar +:dollar /:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 4.05 | 8.7995 | (9.14-(6.81/20))=x | 9.14 6.81 20 / - x = | 9.14:dollar 6.81:dollar 20:dollar /:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 4.05 | 9.4805 | (9.14+(6.81/20))=x | 9.14 6.81 20 / + x = | 9.14:dollar 6.81:dollar 20:dollar /:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 4.05 | 82.2434 | x=((9.14*6.81)+20) | x 9.14 6.81 * 20 + = | x:dollar 9.14:dollar 6.81:dollar *:dollar 20:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 4.05 | 46.6 | x=((9.14-6.81)*20) | x 9.14 6.81 - 20 * = | x:dollar 9.14:dollar 6.81:dollar -:dollar 20:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 4.05 | 0.1165 | x=((9.14-6.81)/20) | x 9.14 6.81 - 20 / = | x:dollar 9.14:dollar 6.81:dollar -:dollar 20:dollar /:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 4.05 | 21.3421439060206 | x=((9.14/6.81)+20) | x 9.14 6.81 / 20 + = | x:dollar 9.14:dollar 6.81:dollar /:dollar 20:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 4.05 | 22.33 | ((9.14-6.81)+20)=x | 9.14 6.81 - 20 + x = | 9.14:dollar 6.81:dollar -:dollar 20:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 4.05 | 82.2434 | ((9.14*6.81)+20)=x | 9.14 6.81 * 20 + x = | 9.14:dollar 6.81:dollar *:dollar 20:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 4.05 | 42.2434 | x=((9.14*6.81)-20) | x 9.14 6.81 * 20 - = | x:dollar 9.14:dollar 6.81:dollar *:dollar 20:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 4.05 | 42.2434 | ((9.14*6.81)-20)=x | 9.14 6.81 * 20 - x = | 9.14:dollar 6.81:dollar *:dollar 20:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 4.05 | 8.7995 | x=(9.14-(6.81/20)) | x 9.14 6.81 20 / - = | x:dollar 9.14:dollar 6.81:dollar 20:dollar /:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 4.05 | 35.95 | ((9.14+6.81)+20)=x | 9.14 6.81 + 20 + x = | 9.14:dollar 6.81:dollar +:dollar 20:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 0 | 4.05 | 21.3421439060206 | ((9.14/6.81)+20)=x | 9.14 6.81 / 20 + x = | 9.14:dollar 6.81:dollar /:dollar 20:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 4.05 | 17.67 | ((6.81-9.14)+20)=x | 6.81 9.14 - 20 + x = | 6.81:dollar 9.14:dollar -:dollar 20:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 4.05 | 20.7450765864333 | ((6.81/9.14)+20)=x | 6.81 9.14 / 20 + x = | 6.81:dollar 9.14:dollar /:dollar 20:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 4.05 | 35.95 | (x-(9.14+6.81))=20 | x 9.14 6.81 + - 20 = | x:dollar 9.14:dollar 6.81:dollar +:dollar -:dollar 20:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 4.05 | 22.33 | ((9.14+20)-6.81)=x | 9.14 20 + 6.81 - x = | 9.14:dollar 20:dollar +:dollar 6.81:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 4.05 | 1.25391849529781 | (x*(9.14+6.81))=20 | x 9.14 6.81 + * 20 = | x:dollar 9.14:dollar 6.81:dollar +:dollar *:dollar 20:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 4.05 | 22.33 | x=((9.14+20)-6.81) | x 9.14 20 + 6.81 - = | x:dollar 9.14:dollar 20:dollar +:dollar 6.81:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 4.05 | 17.67 | ((9.14+x)-6.81)=20 | 9.14 x + 6.81 - 20 = | 9.14:dollar x:dollar +:dollar 6.81:dollar -:dollar 20:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 4.05 | 17.67 | (x+(9.14-6.81))=20 | x 9.14 6.81 - + 20 = | x:dollar 9.14:dollar 6.81:dollar -:dollar +:dollar 20:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 4.05 | 4.27900146842878 | x=((9.14+20)/6.81) | x 9.14 20 + 6.81 / = | x:dollar 9.14:dollar 20:dollar +:dollar 6.81:dollar /:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 4.05 | 22.33 | x=(9.14+(20-6.81)) | x 9.14 20 6.81 - + = | x:dollar 9.14:dollar 20:dollar 6.81:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 4.05 | 12.0768575624082 | x=(9.14+(20/6.81)) | x 9.14 20 6.81 / + = | x:dollar 9.14:dollar 20:dollar 6.81:dollar /:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 4.05 | 198.4434 | x=((9.14+20)*6.81) | x 9.14 20 + 6.81 * = | x:dollar 9.14:dollar 20:dollar +:dollar 6.81:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 4.05 | 120.5566 | (9.14*(20-6.81))=x | 9.14 20 6.81 - * x = | 9.14:dollar 20:dollar 6.81:dollar -:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 4.05 | 0.692949203942381 | (9.14/(20-6.81))=x | 9.14 20 6.81 - / x = | 9.14:dollar 20:dollar 6.81:dollar -:dollar /:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 4.05 | 35.95 | x=((9.14+20)+6.81) | x 9.14 20 + 6.81 + = | x:dollar 9.14:dollar 20:dollar +:dollar 6.81:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 4.05 | 198.4434 | ((9.14+20)*6.81)=x | 9.14 20 + 6.81 * x = | 9.14:dollar 20:dollar +:dollar 6.81:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 4.05 | 4.27900146842878 | ((9.14+20)/6.81)=x | 9.14 20 + 6.81 / x = | 9.14:dollar 20:dollar +:dollar 6.81:dollar /:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 4.05 | 17.67 | (9.14+(x-6.81))=20 | 9.14 x 6.81 - + 20 = | 9.14:dollar x:dollar 6.81:dollar -:dollar +:dollar 20:dollar =:dollar
