parameters: n=5 l=2 k=1 p=5 q=2 m=8
TOTAL 56 solutions found
SOLN: CORRECT | POS/NEG | INT/FRA | OBJ-SCORE | TRUE-ANS | ANS | INFIX | POSTFIX | TYPED-POSTFIX
EXPR: 0 | POS | INT | 0 | 211 | 3 | x=(107-104) | x 107 104 - = | x:tree 107:tree 104:tree -:tree =:tree
EXPR: 1 | POS | INT | 0 | 211 | 211 | (107+104)=x | 107 104 + x = | 107:tree 104:tree +:tree x:tree =:tree
EXPR: 0 | POS | INT | 0 | 211 | 11128 | (107*104)=x | 107 104 * x = | 107:tree 104:tree *:tree x:tree =:tree
EXPR: 0 | POS | INT | 0 | 211 | 3 | (107-104)=x | 107 104 - x = | 107:tree 104:tree -:tree x:tree =:tree
EXPR: 1 | POS | INT | 0 | 211 | 211 | x=(107+104) | x 107 104 + = | x:tree 107:tree 104:tree +:tree =:tree
EXPR: 0 | POS | INT | 0 | 211 | 11128 | x=(107*104) | x 107 104 * = | x:tree 107:tree 104:tree *:tree =:tree
EXPR: 1 | POS | INT | 2 | 211 | 211 | 107=(x-104) | 107 x 104 - = | 107:tree x:tree 104:tree -:tree =:tree
EXPR: 0 | POS | INT | 2 | 211 | 11128 | 107=(x/104) | 107 x 104 / = | 107:tree x:tree 104:tree /:tree =:tree
EXPR: 0 | POS | INT | 2 | 211 | 3 | 107=(x+104) | 107 x 104 + = | 107:tree x:tree 104:tree +:tree =:tree
EXPR: 0 | POS | INT | 2 | 211 | 3 | 107=(104+x) | 107 104 x + = | 107:tree 104:tree x:tree +:tree =:tree
EXPR: 0 | POS | INT | 2 | 211 | 3 | (107-x)=104 | 107 x - 104 = | 107:tree x:tree -:tree 104:tree =:tree
EXPR: 1 | POS | INT | 2 | 211 | 211 | (x-107)=104 | x 107 - 104 = | x:tree 107:tree -:tree 104:tree =:tree
EXPR: 0 | POS | INT | 2 | 211 | 11128 | (x/107)=104 | x 107 / 104 = | x:tree 107:tree /:tree 104:tree =:tree
EXPR: 1 | POS | INT | 4 | 211 | 211 | 104=(x-107) | 104 x 107 - = | 104:tree x:tree 107:tree -:tree =:tree
EXPR: 0 | POS | INT | 4 | 211 | 3 | (x+104)=107 | x 104 + 107 = | x:tree 104:tree +:tree 107:tree =:tree
EXPR: 0 | POS | INT | 4 | 211 | 3 | 104=(107-x) | 104 107 x - = | 104:tree 107:tree x:tree -:tree =:tree
EXPR: 0 | POS | INT | 4 | 211 | 11128 | 104=(x/107) | 104 x 107 / = | 104:tree x:tree 107:tree /:tree =:tree
EXPR: 0 | POS | INT | 4 | 211 | 3 | (104+x)=107 | 104 x + 107 = | 104:tree x:tree +:tree 107:tree =:tree
EXPR: 0 | POS | INT | 4 | 211 | 11128 | (x/104)=107 | x 104 / 107 = | x:tree 104:tree /:tree 107:tree =:tree
EXPR: 1 | POS | INT | 4 | 211 | 211 | (x-104)=107 | x 104 - 107 = | x:tree 104:tree -:tree 107:tree =:tree
NET 20 unique, non-negative, integer-valued solutions found out of 56 total solutions
