parameters: n=7 l=3 k=1 p=5 q=2 m=9
TOTAL 1000 solutions found
SOLN: CORRECT | POS/NEG | INT/FRA | OBJ-SCORE | TRUE-ANS | ANS | INFIX | POSTFIX | TYPED-POSTFIX
EXPR: 0 | POS | INT | 0 | 144 | 19 | ((3+12)+4)=x | 3 12 + 4 + x = | 3:dozen 12:dozen +:dozen 4:dozen +:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 0 | 144 | 19 | x=(3+(12+4)) | x 3 12 4 + + = | x:dozen 3:dozen 12:dozen 4:dozen +:dozen +:dozen =:dozen
EXPR: 0 | POS | INT | 0 | 144 | 6 | x=(3+(12/4)) | x 3 12 4 / + = | x:dozen 3:dozen 12:dozen 4:dozen /:dozen +:dozen =:dozen
EXPR: 1 | POS | INT | 0 | 144 | 144 | ((3*12)*4)=x | 3 12 * 4 * x = | 3:dozen 12:dozen *:dozen 4:dozen *:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 0 | 144 | 11 | x=(3+(12-4)) | x 3 12 4 - + = | x:dozen 3:dozen 12:dozen 4:dozen -:dozen +:dozen =:dozen
EXPR: 0 | POS | INT | 0 | 144 | 11 | ((3+12)-4)=x | 3 12 + 4 - x = | 3:dozen 12:dozen +:dozen 4:dozen -:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 0 | 144 | 40 | ((3*12)+4)=x | 3 12 * 4 + x = | 3:dozen 12:dozen *:dozen 4:dozen +:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 0 | 144 | 60 | ((3+12)*4)=x | 3 12 + 4 * x = | 3:dozen 12:dozen +:dozen 4:dozen *:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 0 | 144 | 6 | (3+(12/4))=x | 3 12 4 / + x = | 3:dozen 12:dozen 4:dozen /:dozen +:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 0 | 144 | 48 | (3*(12+4))=x | 3 12 4 + * x = | 3:dozen 12:dozen 4:dozen +:dozen *:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 0 | 144 |  | x=(3-(12/4)) | x 3 12 4 / - = | x:dozen 3:dozen 12:dozen 4:dozen /:dozen -:dozen =:dozen
EXPR: 0 | POS | INT | 0 | 144 | 51 | (3+(12*4))=x | 3 12 4 * + x = | 3:dozen 12:dozen 4:dozen *:dozen +:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 0 | 144 | 32 | ((3*12)-4)=x | 3 12 * 4 - x = | 3:dozen 12:dozen *:dozen 4:dozen -:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 0 | 144 | 0 | (3-(12/4))=x | 3 12 4 / - x = | 3:dozen 12:dozen 4:dozen /:dozen -:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 0 | 144 | 51 | x=(3+(12*4)) | x 3 12 4 * + = | x:dozen 3:dozen 12:dozen 4:dozen *:dozen +:dozen =:dozen
EXPR: 0 | POS | INT | 0 | 144 | 48 | x=(3*(12+4)) | x 3 12 4 + * = | x:dozen 3:dozen 12:dozen 4:dozen +:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 0 | 144 | 24 | (3*(12-4))=x | 3 12 4 - * x = | 3:dozen 12:dozen 4:dozen -:dozen *:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 0 | 144 | 24 | x=(3*(12-4)) | x 3 12 4 - * = | x:dozen 3:dozen 12:dozen 4:dozen -:dozen *:dozen =:dozen
EXPR: 1 | POS | INT | 0 | 144 | 144 | x=((3*12)*4) | x 3 12 * 4 * = | x:dozen 3:dozen 12:dozen *:dozen 4:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 0 | 144 | 60 | x=((3+12)*4) | x 3 12 + 4 * = | x:dozen 3:dozen 12:dozen +:dozen 4:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 0 | 144 | 40 | x=((3*12)+4) | x 3 12 * 4 + = | x:dozen 3:dozen 12:dozen *:dozen 4:dozen +:dozen =:dozen
EXPR: 0 | POS | INT | 0 | 144 | 32 | x=((3*12)-4) | x 3 12 * 4 - = | x:dozen 3:dozen 12:dozen *:dozen 4:dozen -:dozen =:dozen
EXPR: 0 | POS | INT | 0 | 144 | 19 | x=((3+12)+4) | x 3 12 + 4 + = | x:dozen 3:dozen 12:dozen +:dozen 4:dozen +:dozen =:dozen
EXPR: 0 | POS | INT | 0 | 144 | 11 | x=((3+12)-4) | x 3 12 + 4 - = | x:dozen 3:dozen 12:dozen +:dozen 4:dozen -:dozen =:dozen
EXPR: 0 | POS | INT | 0 | 144 | 11 | (3+(12-4))=x | 3 12 4 - + x = | 3:dozen 12:dozen 4:dozen -:dozen +:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 0 | 144 | 19 | (3+(12+4))=x | 3 12 4 + + x = | 3:dozen 12:dozen 4:dozen +:dozen +:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 2 | 144 | 11 | 3=((x-12)+4) | 3 x 12 - 4 + = | 3:dozen x:dozen 12:dozen -:dozen 4:dozen +:dozen =:dozen
EXPR: 0 | POS | INT | 2 | 144 | 19 | x=(12+(3+4)) | x 12 3 4 + + = | x:dozen 12:dozen 3:dozen 4:dozen +:dozen +:dozen =:dozen
EXPR: 0 | POS | INT | 2 | 144 | 36 | ((12-3)*4)=x | 12 3 - 4 * x = | 12:dozen 3:dozen -:dozen 4:dozen *:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 2 | 144 | 19 | ((3+4)+12)=x | 3 4 + 12 + x = | 3:dozen 4:dozen +:dozen 12:dozen +:dozen x:dozen =:dozen
EXPR: 1 | POS | INT | 2 | 144 | 144 | ((3*4)*12)=x | 3 4 * 12 * x = | 3:dozen 4:dozen *:dozen 12:dozen *:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 2 | 144 | 13 | ((12-3)+4)=x | 12 3 - 4 + x = | 12:dozen 3:dozen -:dozen 4:dozen +:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 2 | 144 | 11 | x=(3-(4-12)) | x 3 4 12 - - = | x:dozen 3:dozen 4:dozen 12:dozen -:dozen -:dozen =:dozen
EXPR: 0 | POS | INT | 2 | 144 | 24 | (12+(3*4))=x | 12 3 4 * + x = | 12:dozen 3:dozen 4:dozen *:dozen +:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 2 | 144 | 11 | x=((3-4)+12) | x 3 4 - 12 + = | x:dozen 3:dozen 4:dozen -:dozen 12:dozen +:dozen =:dozen
