parameters: n=7 l=3 k=1 p=5 q=2 m=9
TOTAL 1000 solutions found
SOLN: CORRECT | POS/NEG | INT/FRA | OBJ-SCORE | TRUE-ANS | ANS | INFIX | POSTFIX | TYPED-POSTFIX
EXPR: 0 | POS | INT | 0 | 14 | 44 | x=((54+15)-25) | x 54 15 + 25 - = | x:cupcake 54:cupcake 15:cupcake +:cupcake 25:cupcake -:cupcake =:cupcake
EXPR: 1 | POS | INT | 0 | 14 | 14 | x=(54-(15+25)) | x 54 15 25 + - = | x:cupcake 54:cupcake 15:cupcake 25:cupcake +:cupcake -:cupcake =:cupcake
EXPR: 0 | POS | INT | 0 | 14 | 1725 | x=((54+15)*25) | x 54 15 + 25 * = | x:cupcake 54:cupcake 15:cupcake +:cupcake 25:cupcake *:cupcake =:cupcake
EXPR: 0 | POS | INT | 0 | 14 | 2160 | x=(54*(15+25)) | x 54 15 25 + * = | x:cupcake 54:cupcake 15:cupcake 25:cupcake +:cupcake *:cupcake =:cupcake
EXPR: 0 | POS | INT | 0 | 14 | 94 | x=(54+(15+25)) | x 54 15 25 + + = | x:cupcake 54:cupcake 15:cupcake 25:cupcake +:cupcake +:cupcake =:cupcake
EXPR: 0 | POS | INT | 0 | 14 | 64 | x=(54-(15-25)) | x 54 15 25 - - = | x:cupcake 54:cupcake 15:cupcake 25:cupcake -:cupcake -:cupcake =:cupcake
EXPR: 0 | POS | INT | 0 | 14 | 785 | x=((54*15)-25) | x 54 15 * 25 - = | x:cupcake 54:cupcake 15:cupcake *:cupcake 25:cupcake -:cupcake =:cupcake
EXPR: 1 | POS | INT | 0 | 14 | 14 | x=((54-15)-25) | x 54 15 - 25 - = | x:cupcake 54:cupcake 15:cupcake -:cupcake 25:cupcake -:cupcake =:cupcake
EXPR: 0 | POS | INT | 0 | 14 | 44 | x=(54+(15-25)) | x 54 15 25 - + = | x:cupcake 54:cupcake 15:cupcake 25:cupcake -:cupcake +:cupcake =:cupcake
EXPR: 0 | POS | INT | 0 | 14 | 429 | x=(54+(15*25)) | x 54 15 25 * + = | x:cupcake 54:cupcake 15:cupcake 25:cupcake *:cupcake +:cupcake =:cupcake
EXPR: 0 | POS | INT | 0 | 14 | 975 | x=((54-15)*25) | x 54 15 - 25 * = | x:cupcake 54:cupcake 15:cupcake -:cupcake 25:cupcake *:cupcake =:cupcake
EXPR: 0 | POS | INT | 0 | 14 | 64 | x=((54-15)+25) | x 54 15 - 25 + = | x:cupcake 54:cupcake 15:cupcake -:cupcake 25:cupcake +:cupcake =:cupcake
EXPR: 1 | POS | INT | 0 | 14 | 14 | ((54-15)-25)=x | 54 15 - 25 - x = | 54:cupcake 15:cupcake -:cupcake 25:cupcake -:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 0 | 14 | 44 | ((54+15)-25)=x | 54 15 + 25 - x = | 54:cupcake 15:cupcake +:cupcake 25:cupcake -:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 0 | 14 | 94 | x=((54+15)+25) | x 54 15 + 25 + = | x:cupcake 54:cupcake 15:cupcake +:cupcake 25:cupcake +:cupcake =:cupcake
EXPR: 0 | POS | INT | 0 | 14 | 835 | x=((54*15)+25) | x 54 15 * 25 + = | x:cupcake 54:cupcake 15:cupcake *:cupcake 25:cupcake +:cupcake =:cupcake
EXPR: 0 | POS | INT | 0 | 14 | 785 | ((54*15)-25)=x | 54 15 * 25 - x = | 54:cupcake 15:cupcake *:cupcake 25:cupcake -:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 0 | 14 | 64 | ((54-15)+25)=x | 54 15 - 25 + x = | 54:cupcake 15:cupcake -:cupcake 25:cupcake +:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 0 | 14 | 975 | ((54-15)*25)=x | 54 15 - 25 * x = | 54:cupcake 15:cupcake -:cupcake 25:cupcake *:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 0 | 14 | 94 | ((54+15)+25)=x | 54 15 + 25 + x = | 54:cupcake 15:cupcake +:cupcake 25:cupcake +:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 0 | 14 | 1725 | ((54+15)*25)=x | 54 15 + 25 * x = | 54:cupcake 15:cupcake +:cupcake 25:cupcake *:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 0 | 14 | 835 | ((54*15)+25)=x | 54 15 * 25 + x = | 54:cupcake 15:cupcake *:cupcake 25:cupcake +:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 0 | 14 | 44 | (54+(15-25))=x | 54 15 25 - + x = | 54:cupcake 15:cupcake 25:cupcake -:cupcake +:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 0 | 14 | 64 | (54-(15-25))=x | 54 15 25 - - x = | 54:cupcake 15:cupcake 25:cupcake -:cupcake -:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 0 | 14 | 429 | (54+(15*25))=x | 54 15 25 * + x = | 54:cupcake 15:cupcake 25:cupcake *:cupcake +:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 0 | 14 | 2160 | (54*(15+25))=x | 54 15 25 + * x = | 54:cupcake 15:cupcake 25:cupcake +:cupcake *:cupcake x:cupcake =:cupcake
EXPR: 1 | POS | INT | 0 | 14 | 14 | (54-(15+25))=x | 54 15 25 + - x = | 54:cupcake 15:cupcake 25:cupcake +:cupcake -:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 0 | 14 | 94 | (54+(15+25))=x | 54 15 25 + + x = | 54:cupcake 15:cupcake 25:cupcake +:cupcake +:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 2 | 14 | 540 | x=(54*(25-15)) | x 54 25 15 - * = | x:cupcake 54:cupcake 25:cupcake 15:cupcake -:cupcake *:cupcake =:cupcake
EXPR: 0 | POS | INT | 2 | 14 | 44 | x=(54-(25-15)) | x 54 25 15 - - = | x:cupcake 54:cupcake 25:cupcake 15:cupcake -:cupcake -:cupcake =:cupcake
EXPR: 0 | POS | INT | 2 | 14 | 1185 | x=((54+25)*15) | x 54 25 + 15 * = | x:cupcake 54:cupcake 25:cupcake +:cupcake 15:cupcake *:cupcake =:cupcake
EXPR: 0 | POS | INT | 2 | 14 | 1335 | x=((54*25)-15) | x 54 25 * 15 - = | x:cupcake 54:cupcake 25:cupcake *:cupcake 15:cupcake -:cupcake =:cupcake
EXPR: 0 | POS | INT | 2 | 14 | 64 | x=((54+25)-15) | x 54 25 + 15 - = | x:cupcake 54:cupcake 25:cupcake +:cupcake 15:cupcake -:cupcake =:cupcake
