parameters: n=9 l=4 k=1 p=5 q=2 m=10
TOTAL 1000 solutions found
SOLN: CORRECT | POS/NEG | INT/FRA | OBJ-SCORE | TRUE-ANS | ANS | INFIX | POSTFIX | TYPED-POSTFIX
EXPR: 0 | POS | INT | 0 | 74 | 135 | ((109.0+(2+11.0))+13.0)=x | 109.0 2 11.0 + + 13.0 + x = | 109.0:money 2:money 11.0:money +:money +:money 13.0:money +:money x:money =:money
EXPR: 0 | POS | INT | 0 | 74 | 1534 | (((109.0-2)+11.0)*13.0)=x | 109.0 2 - 11.0 + 13.0 * x = | 109.0:money 2:money -:money 11.0:money +:money 13.0:money *:money x:money =:money
EXPR: 0 | POS | INT | 0 | 74 | 109 | (((109.0+2)+11.0)-13.0)=x | 109.0 2 + 11.0 + 13.0 - x = | 109.0:money 2:money +:money 11.0:money +:money 13.0:money -:money x:money =:money
EXPR: 0 | POS | INT | 0 | 74 | 1586 | (((109.0+2)+11.0)*13.0)=x | 109.0 2 + 11.0 + 13.0 * x = | 109.0:money 2:money +:money 11.0:money +:money 13.0:money *:money x:money =:money
EXPR: 0 | POS | INT | 0 | 74 | 194 | (((109.0*2)-11.0)-13.0)=x | 109.0 2 * 11.0 - 13.0 - x = | 109.0:money 2:money *:money 11.0:money -:money 13.0:money -:money x:money =:money
EXPR: 0 | POS | INT | 0 | 74 | 105 | (((109.0-2)+11.0)-13.0)=x | 109.0 2 - 11.0 + 13.0 - x = | 109.0:money 2:money -:money 11.0:money +:money 13.0:money -:money x:money =:money
EXPR: 0 | POS | INT | 0 | 74 | 1208 | (((109.0+2)*11.0)-13.0)=x | 109.0 2 + 11.0 * 13.0 - x = | 109.0:money 2:money +:money 11.0:money *:money 13.0:money -:money x:money =:money
EXPR: 0 | POS | INT | 0 | 74 | 1164 | (((109.0-2)*11.0)-13.0)=x | 109.0 2 - 11.0 * 13.0 - x = | 109.0:money 2:money -:money 11.0:money *:money 13.0:money -:money x:money =:money
EXPR: 0 | POS | INT | 0 | 74 | 87 | (((109.0+2)-11.0)-13.0)=x | 109.0 2 + 11.0 - 13.0 - x = | 109.0:money 2:money +:money 11.0:money -:money 13.0:money -:money x:money =:money
EXPR: 0 | POS | INT | 0 | 74 | 83 | (((109.0-2)-11.0)-13.0)=x | 109.0 2 - 11.0 - 13.0 - x = | 109.0:money 2:money -:money 11.0:money -:money 13.0:money -:money x:money =:money
EXPR: 0 | POS | INT | 0 | 74 | 113 | x=((109.0+2)-(11.0-13.0)) | x 109.0 2 + 11.0 13.0 - - = | x:money 109.0:money 2:money +:money 11.0:money 13.0:money -:money -:money =:money
EXPR: 0 | POS | INT | 0 | 74 | 1248 | (((109.0-2)-11.0)*13.0)=x | 109.0 2 - 11.0 - 13.0 * x = | 109.0:money 2:money -:money 11.0:money -:money 13.0:money *:money x:money =:money
EXPR: 0 | POS | INT | 0 | 74 | 2977 | (((109.0*2)+11.0)*13.0)=x | 109.0 2 * 11.0 + 13.0 * x = | 109.0:money 2:money *:money 11.0:money +:money 13.0:money *:money x:money =:money
EXPR: 0 | POS | INT | 0 | 74 | 2691 | (((109.0*2)-11.0)*13.0)=x | 109.0 2 * 11.0 - 13.0 * x = | 109.0:money 2:money *:money 11.0:money -:money 13.0:money *:money x:money =:money
EXPR: 0 | POS | INT | 0 | 74 | 109 | ((109.0+(2+11.0))-13.0)=x | 109.0 2 11.0 + + 13.0 - x = | 109.0:money 2:money 11.0:money +:money +:money 13.0:money -:money x:money =:money
EXPR: 0 | POS | INT | 0 | 74 | 87 | x=((109.0+2)-(11.0+13.0)) | x 109.0 2 + 11.0 13.0 + - = | x:money 109.0:money 2:money +:money 11.0:money 13.0:money +:money -:money =:money
EXPR: 0 | POS | INT | 0 | 74 | 87 | ((109.0+(2-11.0))-13.0)=x | 109.0 2 11.0 - + 13.0 - x = | 109.0:money 2:money 11.0:money -:money +:money 13.0:money -:money x:money =:money
EXPR: 0 | POS | INT | 0 | 74 | 2664 | x=((109.0+2)*(11.0+13.0)) | x 109.0 2 + 11.0 13.0 + * = | x:money 109.0:money 2:money +:money 11.0:money 13.0:money +:money *:money =:money
EXPR: 0 | POS | INT | 0 | 74 | 1300 | ((109.0+(2-11.0))*13.0)=x | 109.0 2 11.0 - + 13.0 * x = | 109.0:money 2:money 11.0:money -:money +:money 13.0:money *:money x:money =:money
EXPR: 0 | POS | INT | 0 | 74 | 1131 | ((109.0-(2*11.0))*13.0)=x | 109.0 2 11.0 * - 13.0 * x = | 109.0:money 2:money 11.0:money *:money -:money 13.0:money *:money x:money =:money
EXPR: 0 | POS | INT | 0 | 74 |  | x=(109.0*((2+11.0)-13.0)) | x 109.0 2 11.0 + 13.0 - * = | x:money 109.0:money 2:money 11.0:money +:money 13.0:money -:money *:money =:money
EXPR: 0 | POS | INT | 0 | 74 | 436 | x=(109.0*((2-11.0)+13.0)) | x 109.0 2 11.0 - 13.0 + * = | x:money 109.0:money 2:money 11.0:money -:money 13.0:money +:money *:money =:money
EXPR: 0 | POS | INT | 0 | 74 | zoo | x=(109.0/((2+11.0)-13.0)) | x 109.0 2 11.0 + 13.0 - / = | x:money 109.0:money 2:money 11.0:money +:money 13.0:money -:money /:money =:money
EXPR: 0 | POS | INT | 0 | 74 | 83 | ((109.0-(2+11.0))-13.0)=x | 109.0 2 11.0 + - 13.0 - x = | 109.0:money 2:money 11.0:money +:money -:money 13.0:money -:money x:money =:money
EXPR: 0 | POS | INT | 0 | 74 | 1208 | x=(((109.0+2)*11.0)-13.0) | x 109.0 2 + 11.0 * 13.0 - = | x:money 109.0:money 2:money +:money 11.0:money *:money 13.0:money -:money =:money
EXPR: 0 | POS | INT | 0 | 74 | 2568 | x=((109.0-2)*(11.0+13.0)) | x 109.0 2 - 11.0 13.0 + * = | x:money 109.0:money 2:money -:money 11.0:money 13.0:money +:money *:money =:money
EXPR: 0 | POS | INT | 0 | 74 | 109 | x=(((109.0+2)+11.0)-13.0) | x 109.0 2 + 11.0 + 13.0 - = | x:money 109.0:money 2:money +:money 11.0:money +:money 13.0:money -:money =:money
EXPR: 0 | POS | INT | 0 | 74 | 1404 | ((109.0*(2+11.0))-13.0)=x | 109.0 2 11.0 + * 13.0 - x = | 109.0:money 2:money 11.0:money +:money *:money 13.0:money -:money x:money =:money
EXPR: 0 | POS | INT | 0 | 74 | 100 | ((109.0-(2*11.0))+13.0)=x | 109.0 2 11.0 * - 13.0 + x = | 109.0:money 2:money 11.0:money *:money -:money 13.0:money +:money x:money =:money
EXPR: 0 | POS | INT | 0 | 74 | 113 | ((109.0+(2-11.0))+13.0)=x | 109.0 2 11.0 - + 13.0 + x = | 109.0:money 2:money 11.0:money -:money +:money 13.0:money +:money x:money =:money
