parameters: n=7 l=3 k=1 p=5 q=1 m=9
TOTAL 1000 solutions found
SOLN: CORRECT | POS/NEG | INT/FRA | OBJ-SCORE | TRUE-ANS | ANS | INFIX | POSTFIX | TYPED-POSTFIX
EXPR: 1 | POS | INT | 0 | 14 | 14 | x=((5+6)+3) | x 5 6 + 3 + = | x:cake 5:cake 6:cake +:cake 3:cake +:cake =:cake
EXPR: 1 | POS | INT | 0 | 14 | 14 | (5+(6+3))=x | 5 6 3 + + x = | 5:cake 6:cake 3:cake +:cake +:cake x:cake =:cake
EXPR: 0 | POS | INT | 0 | 14 | 8 | ((5+6)-3)=x | 5 6 + 3 - x = | 5:cake 6:cake +:cake 3:cake -:cake x:cake =:cake
EXPR: 0 | POS | INT | 0 | 14 | 2 | (5-(6-3))=x | 5 6 3 - - x = | 5:cake 6:cake 3:cake -:cake -:cake x:cake =:cake
EXPR: 0 | POS | INT | 0 | 14 | 33 | ((5+6)*3)=x | 5 6 + 3 * x = | 5:cake 6:cake +:cake 3:cake *:cake x:cake =:cake
EXPR: 1 | POS | INT | 0 | 14 | 14 | x=(5+(6+3)) | x 5 6 3 + + = | x:cake 5:cake 6:cake 3:cake +:cake +:cake =:cake
EXPR: 0 | POS | INT | 0 | 14 | 8 | x=((5+6)-3) | x 5 6 + 3 - = | x:cake 5:cake 6:cake +:cake 3:cake -:cake =:cake
EXPR: 0 | POS | INT | 0 | 14 | 33 | x=((5+6)*3) | x 5 6 + 3 * = | x:cake 5:cake 6:cake +:cake 3:cake *:cake =:cake
EXPR: 0 | POS | INT | 0 | 14 | 8 | x=(5+(6-3)) | x 5 6 3 - + = | x:cake 5:cake 6:cake 3:cake -:cake +:cake =:cake
EXPR: 0 | POS | INT | 0 | 14 | 8 | (5+(6-3))=x | 5 6 3 - + x = | 5:cake 6:cake 3:cake -:cake +:cake x:cake =:cake
EXPR: 0 | POS | INT | 0 | 14 | 23 | (5+(6*3))=x | 5 6 3 * + x = | 5:cake 6:cake 3:cake *:cake +:cake x:cake =:cake
EXPR: 0 | POS | INT | 0 | 14 | 2 | x=(5-(6-3)) | x 5 6 3 - - = | x:cake 5:cake 6:cake 3:cake -:cake -:cake =:cake
EXPR: 0 | POS | INT | 0 | 14 | 15 | (5*(6-3))=x | 5 6 3 - * x = | 5:cake 6:cake 3:cake -:cake *:cake x:cake =:cake
EXPR: 0 | POS | INT | 0 | 14 | 23 | x=(5+(6*3)) | x 5 6 3 * + = | x:cake 5:cake 6:cake 3:cake *:cake +:cake =:cake
EXPR: 0 | POS | INT | 0 | 14 | 7 | x=(5+(6/3)) | x 5 6 3 / + = | x:cake 5:cake 6:cake 3:cake /:cake +:cake =:cake
EXPR: 0 | POS | INT | 0 | 14 | 45 | (5*(6+3))=x | 5 6 3 + * x = | 5:cake 6:cake 3:cake +:cake *:cake x:cake =:cake
