parameters: n=7 l=3 k=1 p=5 q=4 m=9
TOTAL 1000 solutions found
SOLN: CORRECT | POS/NEG | INT/FRA | OBJ-SCORE | TRUE-ANS | ANS | INFIX | POSTFIX | TYPED-POSTFIX
EXPR: 0 | POS | INT | 10 | 108 | 216 | ((2*9)*12)=x | 2 9 * 12 * x = | 2:people 9:dozen *:people 12:golf *:golf x:golf =:golf
EXPR: 0 | POS | INT | 10 | 108 | 216 | x=((2*9)*12) | x 2 9 * 12 * = | x:golf 2:people 9:golf *:golf 12:ball *:golf =:golf
EXPR: 0 | POS | INT | 12 | 108 | 216 | x=((2*12)*9) | x 2 12 * 9 * = | x:dozen 2:people 12:ball *:people 9:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 12 | 108 | 216 | ((2*12)*9)=x | 2 12 * 9 * x = | 2:people 12:ball *:people 9:dozen *:people x:people =:people
EXPR: 0 | POS | INT | 15 | 108 | 216 | x=((9*12)*2) | x 9 12 * 2 * = | x:dozen 9:dozen 12:ball *:dozen 2:people *:dozen =:dozen
EXPR: 0 | POS | INT | 15 | 108 | 216 | ((9*12)*2)=x | 9 12 * 2 * x = | 9:dozen 12:golf *:golf 2:people *:golf x:golf =:golf
EXPR: 0 | POS | INT | 20 | 108 | 132 | ((2+9)*12)=x | 2 9 + 12 * x = | 2:golf 9:golf +:golf 12:ball *:golf x:golf =:golf
EXPR: 0 | POS | INT | 20 | 108 | 110 | x=(2+(9*12)) | x 2 9 12 * + = | x:people 2:people 9:people 12:ball *:people +:people =:people
EXPR: 0 | POS | INT | 20 | 108 | 110 | (2+(9*12))=x | 2 9 12 * + x = | 2:people 9:people 12:ball *:people +:people x:people =:people
EXPR: 0 | POS | INT | 20 | 108 | 132 | x=((2+9)*12) | x 2 9 + 12 * = | x:ball 2:people 9:people +:people 12:ball *:ball =:ball
EXPR: 0 | POS | INT | 20 | 108 | 30 | ((2*9)+12)=x | 2 9 * 12 + x = | 2:golf 9:dozen *:golf 12:golf +:golf x:golf =:golf
EXPR: 0 | POS | INT | 20 | 108 | 6 | ((2*9)-12)=x | 2 9 * 12 - x = | 2:golf 9:dozen *:golf 12:golf -:golf x:golf =:golf
EXPR: 0 | POS | INT | 20 | 108 | 42 | (2*(9+12))=x | 2 9 12 + * x = | 2:golf 9:ball 12:ball +:ball *:golf x:golf =:golf
EXPR: 0 | POS | INT | 22 | 108 | 84 | x=((9-2)*12) | x 9 2 - 12 * = | x:people 9:people 2:people -:people 12:ball *:people =:people
EXPR: 0 | POS | INT | 22 | 108 | 6 | ((x/2)+9)=12 | x 2 / 9 + 12 = | x:golf 2:people /:golf 9:golf +:golf 12:golf =:golf
EXPR: 0 | POS | INT | 22 | 108 | 6 | (2*(12-9))=x | 2 12 9 - * x = | 2:people 12:ball 9:ball -:ball *:ball x:ball =:ball
EXPR: 0 | POS | INT | 22 | 108 | 84 | ((9-2)*12)=x | 9 2 - 12 * x = | 9:golf 2:golf -:golf 12:ball *:golf x:golf =:golf
EXPR: 0 | POS | INT | 22 | 108 | 126 | x=((2+12)*9) | x 2 12 + 9 * = | x:dozen 2:people 12:people +:people 9:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 108 | 15 | (2*(x-9))=12 | 2 x 9 - * 12 = | 2:people x:golf 9:golf -:golf *:golf 12:golf =:golf
EXPR: 0 | POS | INT | 22 | 108 | 6 | x=(2*(12-9)) | x 2 12 9 - * = | x:dozen 2:people 12:dozen 9:dozen -:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 108 | 33 | x=(9+(2*12)) | x 9 2 12 * + = | x:people 9:people 2:people 12:ball *:people +:people =:people
EXPR: 0 | POS | INT | 22 | 108 | 3 | (2*(9-x))=12 | 2 9 x - * 12 = | 2:people 9:dozen x:dozen -:dozen *:people 12:people =:people
EXPR: 0 | POS | INT | 22 | 108 | 33 | x=((2*12)+9) | x 2 12 * 9 + = | x:dozen 2:people 12:dozen *:dozen 9:dozen +:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 108 | 15 | x=((2*12)-9) | x 2 12 * 9 - = | x:dozen 2:people 12:dozen *:dozen 9:dozen -:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 108 | 15 | ((2*12)-9)=x | 2 12 * 9 - x = | 2:people 12:dozen *:dozen 9:dozen -:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 108 | 33 | ((2*12)+9)=x | 2 12 * 9 + x = | 2:people 12:dozen *:dozen 9:dozen +:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 108 | 6 | ((2*9)-x)=12 | 2 9 * x - 12 = | 2:people 9:dozen *:dozen x:dozen -:dozen 12:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 108 | 54 | (2*x)=(9*12) | 2 x * 9 12 * = | 2:people x:golf *:people 9:dozen 12:people *:people =:people
EXPR: 0 | POS | INT | 22 | 108 | 90 | (2+(x/9))=12 | 2 x 9 / + 12 = | 2:people x:people 9:dozen /:people +:people 12:people =:people
EXPR: 0 | POS | INT | 22 | 108 | 126 | (9*(2+12))=x | 9 2 12 + * x = | 9:dozen 2:people 12:people +:people *:people x:people =:people
EXPR: 0 | POS | INT | 22 | 108 | 54 | (x*2)=(9*12) | x 2 * 9 12 * = | x:dozen 2:people *:dozen 9:dozen 12:ball *:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 108 | 110 | 2=(x-(9*12)) | 2 x 9 12 * - = | 2:ball x:ball 9:dozen 12:ball *:ball -:ball =:ball
EXPR: 0 | POS | INT | 22 | 108 | 126 | ((2+12)*9)=x | 2 12 + 9 * x = | 2:people 12:people +:people 9:golf *:golf x:golf =:golf
EXPR: 0 | POS | INT | 22 | 108 | 106 | 2=((9*12)-x) | 2 9 12 * x - = | 2:people 9:dozen 12:people *:people x:people -:people =:people
EXPR: 0 | POS | INT | 22 | 108 | 106 | ((x+2)/9)=12 | x 2 + 9 / 12 = | x:ball 2:ball +:ball 9:dozen /:ball 12:ball =:ball
EXPR: 0 | POS | INT | 22 | 108 | 110 | ((x-2)/9)=12 | x 2 - 9 / 12 = | x:ball 2:ball -:ball 9:dozen /:ball 12:ball =:ball
EXPR: 0 | POS | INT | 22 | 108 | 126 | x=(9*(2+12)) | x 9 2 12 + * = | x:ball 9:dozen 2:ball 12:ball +:ball *:ball =:ball
EXPR: 0 | POS | INT | 24 | 108 | 110 | ((x-2)/12)=9 | x 2 - 12 / 9 = | x:dozen 2:dozen -:dozen 12:ball /:dozen 9:dozen =:dozen
EXPR: 0 | POS | INT | 24 | 108 | 106 | ((x+2)/12)=9 | x 2 + 12 / 9 = | x:dozen 2:dozen +:dozen 12:ball /:dozen 9:dozen =:dozen
EXPR: 0 | POS | INT | 24 | 108 | 84 | 9=(2+(x/12)) | 9 2 x 12 / + = | 9:dozen 2:dozen x:dozen 12:ball /:dozen +:dozen =:dozen
EXPR: 0 | POS | INT | 24 | 108 | 15 | ((2*12)-x)=9 | 2 12 * x - 9 = | 2:people 12:dozen *:dozen x:dozen -:dozen 9:dozen =:dozen
EXPR: 0 | POS | INT | 24 | 108 | 33 | 9=(x-(2*12)) | 9 x 2 12 * - = | 9:ball x:ball 2:people 12:ball *:ball -:ball =:ball
EXPR: 0 | POS | INT | 24 | 108 | 3 | 2=(12/(9-x)) | 2 12 9 x - / = | 2:ball 12:ball 9:golf x:golf -:golf /:ball =:ball
EXPR: 0 | POS | INT | 24 | 108 | 6 | 2=((x+12)/9) | 2 x 12 + 9 / = | 2:people x:people 12:people +:people 9:dozen /:people =:people
EXPR: 0 | POS | INT | 24 | 108 | 6 | 2=(x/(12-9)) | 2 x 12 9 - / = | 2:people x:people 12:ball 9:ball -:ball /:people =:people
EXPR: 0 | POS | INT | 24 | 108 | 54 | (2/12)=(9/x) | 2 12 / 9 x / = | 2:people 12:ball /:people 9:people x:golf /:people =:people
EXPR: 0 | POS | INT | 24 | 108 | 106 | 9=((2+x)/12) | 9 2 x + 12 / = | 9:golf 2:golf x:golf +:golf 12:ball /:golf =:golf
EXPR: 0 | POS | INT | 24 | 108 | 106 | ((2+x)/12)=9 | 2 x + 12 / 9 = | 2:dozen x:dozen +:dozen 12:ball /:dozen 9:dozen =:dozen
EXPR: 0 | POS | INT | 24 | 108 | 42 | ((x/2)-12)=9 | x 2 / 12 - 9 = | x:ball 2:people /:ball 12:ball -:ball 9:ball =:ball
EXPR: 0 | POS | INT | 24 | 108 | 216 | (2*12)=(x/9) | 2 12 * x 9 / = | 2:people 12:golf *:golf x:golf 9:dozen /:golf =:golf
EXPR: 0 | POS | INT | 24 | 108 | 3 | ((9-x)*2)=12 | 9 x - 2 * 12 = | 9:dozen x:dozen -:dozen 2:ball *:ball 12:ball =:ball
EXPR: 0 | POS | INT | 24 | 108 | 126 | (x/(2+12))=9 | x 2 12 + / 9 = | x:golf 2:ball 12:ball +:ball /:golf 9:golf =:golf
EXPR: 0 | POS | INT | 24 | 108 | 15 | ((x-9)*2)=12 | x 9 - 2 * 12 = | x:dozen 9:dozen -:dozen 2:people *:dozen 12:dozen =:dozen
EXPR: 0 | POS | INT | 24 | 108 | 33 | ((x-9)/2)=12 | x 9 - 2 / 12 = | x:dozen 9:dozen -:dozen 2:people /:dozen 12:dozen =:dozen
EXPR: 0 | POS | INT | 24 | 108 | 15 | ((x+9)/2)=12 | x 9 + 2 / 12 = | x:golf 9:golf +:golf 2:people /:golf 12:golf =:golf
EXPR: 0 | POS | INT | 24 | 108 | 33 | (x-(2*12))=9 | x 2 12 * - 9 = | x:ball 2:people 12:ball *:ball -:ball 9:ball =:ball
EXPR: 0 | POS | INT | 24 | 108 | 6 | 2=((12+x)/9) | 2 12 x + 9 / = | 2:people 12:people x:people +:people 9:dozen /:people =:people
EXPR: 0 | POS | INT | 24 | 108 | 90 | 2=(12-(x/9)) | 2 12 x 9 / - = | 2:golf 12:golf x:golf 9:dozen /:golf -:golf =:golf
EXPR: 0 | POS | INT | 25 | 108 | 42 | ((9+12)*2)=x | 9 12 + 2 * x = | 9:dozen 12:dozen +:dozen 2:people *:people x:people =:people
EXPR: 0 | POS | INT | 25 | 108 | 90 | x=((12-2)*9) | x 12 2 - 9 * = | x:dozen 12:people 2:people -:people 9:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 25 | 108 | 30 | x=(12+(2*9)) | x 12 2 9 * + = | x:dozen 12:dozen 2:people 9:dozen *:dozen +:dozen =:dozen
EXPR: 0 | POS | INT | 25 | 108 | 132 | (12*(2+9))=x | 12 2 9 + * x = | 12:ball 2:people 9:people +:people *:people x:people =:people
EXPR: 0 | POS | INT | 25 | 108 | 30 | (12+(2*9))=x | 12 2 9 * + x = | 12:people 2:people 9:dozen *:people +:people x:people =:people
EXPR: 0 | POS | INT | 25 | 108 | 106 | x=((9*12)-2) | x 9 12 * 2 - = | x:people 9:dozen 12:people *:people 2:people -:people =:people
EXPR: 0 | POS | INT | 25 | 108 | 110 | x=((9*12)+2) | x 9 12 * 2 + = | x:people 9:dozen 12:people *:people 2:people +:people =:people
EXPR: 0 | POS | INT | 25 | 108 | 106 | ((9*12)-2)=x | 9 12 * 2 - x = | 9:dozen 12:ball *:ball 2:ball -:ball x:ball =:ball
EXPR: 0 | POS | INT | 25 | 108 | 110 | ((9*12)+2)=x | 9 12 * 2 + x = | 9:dozen 12:ball *:ball 2:ball +:ball x:ball =:ball
EXPR: 0 | POS | INT | 25 | 108 | 42 | x=((9+12)*2) | x 9 12 + 2 * = | x:dozen 9:dozen 12:dozen +:dozen 2:people *:dozen =:dozen
EXPR: 0 | POS | INT | 27 | 108 | 6 | ((12-9)*2)=x | 12 9 - 2 * x = | 12:dozen 9:dozen -:dozen 2:people *:people x:people =:people
EXPR: 0 | POS | INT | 27 | 108 | 15 | 12=(2*(x-9)) | 12 2 x 9 - * = | 12:ball 2:people x:ball 9:ball -:ball *:ball =:ball
EXPR: 0 | POS | INT | 27 | 108 | 106 | 12=((x+2)/9) | 12 x 2 + 9 / = | 12:people x:people 2:people +:people 9:dozen /:people =:people
EXPR: 0 | POS | INT | 27 | 108 | 3 | 12=(2*(9-x)) | 12 2 9 x - * = | 12:ball 2:ball 9:golf x:golf -:golf *:ball =:ball
EXPR: 0 | POS | INT | 27 | 108 | 106 | 12=((2+x)/9) | 12 2 x + 9 / = | 12:golf 2:golf x:golf +:golf 9:dozen /:golf =:golf
EXPR: 0 | POS | INT | 27 | 108 | 126 | ((x/9)-12)=2 | x 9 / 12 - 2 = | x:golf 9:dozen /:golf 12:golf -:golf 2:golf =:golf
EXPR: 0 | POS | INT | 27 | 108 | 15 | ((9+x)/12)=2 | 9 x + 12 / 2 = | 9:people x:people +:people 12:ball /:people 2:people =:people
EXPR: 0 | POS | INT | 27 | 108 | 84 | (12*(9-2))=x | 12 9 2 - * x = | 12:golf 9:dozen 2:dozen -:dozen *:golf x:golf =:golf
EXPR: 0 | POS | INT | 27 | 108 | 6 | (12-(x/2))=9 | 12 x 2 / - 9 = | 12:dozen x:dozen 2:people /:dozen -:dozen 9:dozen =:dozen
EXPR: 0 | POS | INT | 27 | 108 | 42 | 12=((x/2)-9) | 12 x 2 / 9 - = | 12:ball x:ball 2:people /:ball 9:ball -:ball =:ball
